,CODE,ID,myColor,myCategory,myImg,BuyDate
1474,my1475,dummy27,yellow,longShirts,img1475,2018-04-13
1475,my1476,dummy27,white,sweatShirts,img1476,2020-09-04
1476,my1477,dummy44,black,cotton,img1477,2019-12-07
1477,my1478,dummy14,red,shortShirts,img1478,2018-01-16
1478,my1479,dummy61,black,dressShirts,img1479,2018-07-01
1479,my1480,dummy7,white,jean,img1480,2021-10-24
1480,my1481,dummy48,white,skirt,img1481,2018-01-27
1481,my1482,dummy51,black,jean,img1482,2021-07-09
1482,my1483,dummy34,blue,slacks,img1483,2018-12-13
1483,my1484,dummy3,red,shortPants,img1484,2020-06-08
1484,my1485,dummy83,white,hoodie,img1485,2019-02-08
1485,my1486,dummy75,red,longPants,img1486,2021-02-11
1486,my1487,dummy57,black,hoodie,img1487,2019-06-19
1487,my1488,dummy66,black,skirt,img1488,2020-01-26
1488,my1489,dummy29,red,knit,img1489,2018-03-14
1489,my1490,dummy10,yellow,knit,img1490,2019-12-21
1490,my1491,dummy29,blue,knit,img1491,2020-01-20
1491,my1492,dummy67,blue,shortPants,img1492,2018-02-20
1492,my1493,dummy86,black,longPants,img1493,2020-08-12
1493,my1494,dummy3,red,sweatShirts,img1494,2020-11-02
1494,my1495,dummy34,blue,jean,img1495,2020-03-01
1495,my1496,dummy21,red,sweatShirts,img1496,2018-12-01
1496,my1497,dummy19,blue,topEtc,img1497,2021-09-13
1497,my1498,dummy4,red,longPants,img1498,2020-12-17
1498,my1499,dummy42,white,longShirts,img1499,2019-07-02
1499,my1500,dummy75,red,skirt,img1500,2018-06-26
1500,my1501,dummy88,white,longPants,img1501,2020-07-06
1501,my1502,dummy47,yellow,jogger,img1502,2019-10-30
1502,my1503,dummy68,yellow,sweatShirts,img1503,2021-05-13
1503,my1504,dummy73,yellow,shortShirts,img1504,2018-01-04
1504,my1505,dummy99,white,dressShirts,img1505,2020-06-22
1505,my1506,dummy49,yellow,dressShirts,img1506,2018-11-22
1506,my1507,dummy99,yellow,topEtc,img1507,2021-03-30
1507,my1508,dummy70,black,shortShirts,img1508,2020-07-24
1508,my1509,dummy91,black,hoodie,img1509,2019-02-18
1509,my1510,dummy58,white,longShirts,img1510,2019-02-20
1510,my1511,dummy62,blue,dressShirts,img1511,2018-05-14
1511,my1512,dummy63,white,shortPants,img1512,2020-07-24
1512,my1513,dummy56,blue,hoodie,img1513,2021-05-08
1513,my1514,dummy5,blue,knit,img1514,2019-11-19
1514,my1515,dummy46,yellow,slacks,img1515,2021-06-17
1515,my1516,dummy5,black,sweatShirts,img1516,2021-05-20
1516,my1517,dummy25,black,sweatShirts,img1517,2019-12-02
1517,my1518,dummy83,white,jean,img1518,2018-08-29
1518,my1519,dummy53,black,hoodie,img1519,2018-09-26
1519,my1520,dummy3,white,slacks,img1520,2021-10-13
1520,my1521,dummy2,black,cotton,img1521,2019-10-31
1521,my1522,dummy42,white,slacks,img1522,2018-01-12
1522,my1523,dummy10,red,topEtc,img1523,2021-07-11
1523,my1524,dummy56,yellow,hoodie,img1524,2019-10-25
1524,my1525,dummy12,yellow,dressShirts,img1525,2019-07-16
1525,my1526,dummy2,blue,jean,img1526,2019-12-01
1526,my1527,dummy37,yellow,cotton,img1527,2020-05-24
1527,my1528,dummy27,white,shortShirts,img1528,2020-09-19
1528,my1529,dummy11,black,dressShirts,img1529,2020-09-04
1529,my1530,dummy36,yellow,dressShirts,img1530,2018-03-23
1530,my1531,dummy31,yellow,dressShirts,img1531,2019-08-22
1531,my1532,dummy82,black,cotton,img1532,2019-08-19
1532,my1533,dummy46,white,knit,img1533,2019-09-13
1533,my1534,dummy45,black,longPants,img1534,2018-04-01
1534,my1535,dummy8,blue,shortShirts,img1535,2019-03-22
1535,my1536,dummy11,red,slacks,img1536,2020-10-28
1536,my1537,dummy99,red,sweatShirts,img1537,2020-12-21
1537,my1538,dummy43,red,sweatShirts,img1538,2019-12-30
1538,my1539,dummy98,blue,longPants,img1539,2020-09-11
1539,my1540,dummy93,red,jogger,img1540,2019-06-06
1540,my1541,dummy36,blue,dressShirts,img1541,2018-06-28
1541,my1542,dummy33,red,shortPants,img1542,2019-04-02
1542,my1543,dummy1,white,slacks,img1543,2018-07-30
1543,my1544,dummy74,blue,dressShirts,img1544,2018-05-11
1544,my1545,dummy86,red,cotton,img1545,2018-12-28
1545,my1546,dummy58,blue,dressShirts,img1546,2019-11-16
1546,my1547,dummy43,red,longShirts,img1547,2021-05-30
1547,my1548,dummy44,black,knit,img1548,2021-10-12
1548,my1549,dummy62,red,shortShirts,img1549,2018-02-14
1549,my1550,dummy19,black,sweatShirts,img1550,2020-08-04
1550,my1551,dummy78,yellow,topEtc,img1551,2021-08-29
1551,my1552,dummy39,white,bottomEtc,img1552,2020-07-22
1552,my1553,dummy58,blue,shortPants,img1553,2019-12-06
1553,my1554,dummy5,red,sweatShirts,img1554,2019-12-04
1554,my1555,dummy19,white,skirt,img1555,2020-06-20
1555,my1556,dummy52,yellow,topEtc,img1556,2021-06-03
1556,my1557,dummy96,red,skirt,img1557,2018-11-14
1557,my1558,dummy41,blue,bottomEtc,img1558,2020-09-01
1558,my1559,dummy30,white,jean,img1559,2020-12-04
1559,my1560,dummy25,yellow,longPants,img1560,2019-05-14
1560,my1561,dummy47,black,skirt,img1561,2018-07-26
1561,my1562,dummy55,white,jogger,img1562,2018-06-27
1562,my1563,dummy64,white,topEtc,img1563,2021-05-10
1563,my1564,dummy34,blue,shortPants,img1564,2021-06-13
1564,my1565,dummy12,red,longShirts,img1565,2018-06-17
1565,my1566,dummy56,white,slacks,img1566,2021-03-06
1566,my1567,dummy60,white,longShirts,img1567,2018-01-21
1567,my1568,dummy35,black,dressShirts,img1568,2020-12-15
1568,my1569,dummy75,yellow,longPants,img1569,2019-04-16
1569,my1570,dummy98,red,jean,img1570,2018-02-26
1570,my1571,dummy96,red,jogger,img1571,2019-02-05
1571,my1572,dummy94,red,bottomEtc,img1572,2019-04-17
1572,my1573,dummy9,blue,hoodie,img1573,2021-02-08
1573,my1574,dummy98,black,bottomEtc,img1574,2018-12-28
1574,my1575,dummy38,black,jean,img1575,2018-03-09
1575,my1576,dummy69,red,bottomEtc,img1576,2021-11-04
1576,my1577,dummy35,white,hoodie,img1577,2019-02-02
1577,my1578,dummy5,blue,shortShirts,img1578,2021-10-15
1578,my1579,dummy12,black,sweatShirts,img1579,2020-10-03
1579,my1580,dummy32,red,longPants,img1580,2021-10-24
1580,my1581,dummy72,red,shortPants,img1581,2018-11-06
1581,my1582,dummy53,red,dressShirts,img1582,2021-12-07
1582,my1583,dummy18,black,hoodie,img1583,2021-03-07
1583,my1584,dummy25,yellow,longPants,img1584,2021-03-11
1584,my1585,dummy2,white,jean,img1585,2018-03-28
1585,my1586,dummy54,blue,bottomEtc,img1586,2019-02-10
1586,my1587,dummy55,white,longShirts,img1587,2020-01-03
1587,my1588,dummy6,black,dressShirts,img1588,2021-12-02
1588,my1589,dummy63,yellow,cotton,img1589,2021-10-31
1589,my1590,dummy87,black,skirt,img1590,2020-11-03
1590,my1591,dummy62,yellow,longPants,img1591,2018-12-16
1591,my1592,dummy81,red,dressShirts,img1592,2019-08-04
1592,my1593,dummy67,yellow,longShirts,img1593,2018-02-14
1593,my1594,dummy86,blue,sweatShirts,img1594,2020-07-07
1594,my1595,dummy89,red,dressShirts,img1595,2018-03-20
1595,my1596,dummy70,red,longPants,img1596,2021-03-26
1596,my1597,dummy50,black,hoodie,img1597,2018-09-25
1597,my1598,dummy71,red,longPants,img1598,2020-01-23
1598,my1599,dummy70,blue,shortShirts,img1599,2021-11-20
1599,my1600,dummy95,white,longShirts,img1600,2020-10-04
1600,my1601,dummy25,blue,jean,img1601,2020-02-06
1601,my1602,dummy5,blue,knit,img1602,2021-01-31
1602,my1603,dummy82,red,skirt,img1603,2019-04-18
1603,my1604,dummy79,white,knit,img1604,2020-05-01
1604,my1605,dummy59,red,skirt,img1605,2018-02-15
1605,my1606,dummy50,red,knit,img1606,2018-01-09
1606,my1607,dummy87,red,sweatShirts,img1607,2018-03-18
1607,my1608,dummy80,yellow,longShirts,img1608,2020-03-15
1608,my1609,dummy60,white,sweatShirts,img1609,2020-05-12
1609,my1610,dummy76,white,knit,img1610,2021-09-21
1610,my1611,dummy40,yellow,skirt,img1611,2020-03-22
1611,my1612,dummy81,black,jean,img1612,2019-09-01
1612,my1613,dummy35,blue,jean,img1613,2019-05-08
1613,my1614,dummy27,blue,shortPants,img1614,2021-02-18
1614,my1615,dummy26,black,skirt,img1615,2019-08-04
1615,my1616,dummy23,yellow,shortShirts,img1616,2021-09-07
1616,my1617,dummy27,yellow,jogger,img1617,2019-06-18
1617,my1618,dummy92,yellow,shortShirts,img1618,2018-07-26
1618,my1619,dummy71,white,slacks,img1619,2021-07-11
1619,my1620,dummy67,red,knit,img1620,2020-07-19
1620,my1621,dummy21,red,dressShirts,img1621,2018-07-16
1621,my1622,dummy17,red,sweatShirts,img1622,2018-11-30
1622,my1623,dummy1,red,knit,img1623,2020-06-06
1623,my1624,dummy51,black,hoodie,img1624,2021-09-12
1624,my1625,dummy70,red,shortPants,img1625,2018-04-20
1625,my1626,dummy32,red,longPants,img1626,2019-03-03
1626,my1627,dummy19,white,skirt,img1627,2020-09-08
1627,my1628,dummy31,black,shortPants,img1628,2019-05-31
1628,my1629,dummy96,black,longPants,img1629,2020-02-27
1629,my1630,dummy76,blue,longShirts,img1630,2020-09-30
1630,my1631,dummy81,yellow,topEtc,img1631,2018-09-05
1631,my1632,dummy39,yellow,topEtc,img1632,2021-05-23
1632,my1633,dummy78,black,jogger,img1633,2021-08-30
1633,my1634,dummy62,white,bottomEtc,img1634,2018-12-18
1634,my1635,dummy25,black,sweatShirts,img1635,2019-05-25
1635,my1636,dummy68,black,shortShirts,img1636,2020-09-09
1636,my1637,dummy86,black,skirt,img1637,2018-08-14
1637,my1638,dummy55,blue,hoodie,img1638,2021-11-29
1638,my1639,dummy50,black,longPants,img1639,2019-07-15
1639,my1640,dummy87,red,longPants,img1640,2020-03-08
1640,my1641,dummy6,yellow,jean,img1641,2019-12-08
1641,my1642,dummy92,red,longPants,img1642,2020-11-25
1642,my1643,dummy34,red,skirt,img1643,2019-09-27
1643,my1644,dummy20,white,knit,img1644,2019-02-26
1644,my1645,dummy5,red,longShirts,img1645,2021-10-02
1645,my1646,dummy88,black,dressShirts,img1646,2021-12-12
1646,my1647,dummy73,blue,jean,img1647,2021-05-31
1647,my1648,dummy8,red,topEtc,img1648,2021-04-05
1648,my1649,dummy65,red,slacks,img1649,2019-08-26
1649,my1650,dummy48,blue,hoodie,img1650,2018-04-15
1650,my1651,dummy56,black,knit,img1651,2020-05-22
1651,my1652,dummy34,red,topEtc,img1652,2018-06-04
1652,my1653,dummy37,yellow,jogger,img1653,2018-09-25
1653,my1654,dummy22,red,shortShirts,img1654,2019-05-19
1654,my1655,dummy16,red,jean,img1655,2018-07-21
1655,my1656,dummy69,white,cotton,img1656,2019-07-12
1656,my1657,dummy67,yellow,cotton,img1657,2021-04-23
1657,my1658,dummy85,yellow,jogger,img1658,2018-07-08
1658,my1659,dummy38,white,knit,img1659,2018-02-13
1659,my1660,dummy64,blue,shortShirts,img1660,2018-04-24
1660,my1661,dummy4,blue,jean,img1661,2018-05-02
1661,my1662,dummy9,black,shortPants,img1662,2019-11-23
1662,my1663,dummy33,black,dressShirts,img1663,2019-11-28
1663,my1664,dummy80,yellow,sweatShirts,img1664,2019-10-28
1664,my1665,dummy22,red,jean,img1665,2021-03-22
1665,my1666,dummy15,blue,jogger,img1666,2020-09-18
1666,my1667,dummy13,black,cotton,img1667,2018-11-30
1667,my1668,dummy70,white,topEtc,img1668,2021-11-16
1668,my1669,dummy6,black,hoodie,img1669,2021-07-12
1669,my1670,dummy55,red,shortPants,img1670,2018-09-11
1670,my1671,dummy41,blue,bottomEtc,img1671,2019-08-24
1671,my1672,dummy82,yellow,topEtc,img1672,2020-10-12
1672,my1673,dummy52,yellow,cotton,img1673,2018-10-28
1673,my1674,dummy35,blue,longShirts,img1674,2019-09-11
1674,my1675,dummy1,white,skirt,img1675,2019-12-25
1675,my1676,dummy89,red,topEtc,img1676,2021-02-12
1676,my1677,dummy98,black,dressShirts,img1677,2019-07-26
1677,my1678,dummy59,yellow,hoodie,img1678,2021-03-23
1678,my1679,dummy32,yellow,shortShirts,img1679,2021-08-08
1679,my1680,dummy91,blue,longShirts,img1680,2018-10-20
1680,my1681,dummy90,blue,slacks,img1681,2018-09-16
1681,my1682,dummy1,red,jogger,img1682,2021-01-24
1682,my1683,dummy62,white,bottomEtc,img1683,2020-03-25
1683,my1684,dummy41,yellow,shortPants,img1684,2021-11-23
1684,my1685,dummy52,yellow,topEtc,img1685,2018-05-24
1685,my1686,dummy6,black,longPants,img1686,2020-01-07
1686,my1687,dummy30,red,shortPants,img1687,2018-11-04
1687,my1688,dummy26,black,longPants,img1688,2019-08-29
1688,my1689,dummy41,white,topEtc,img1689,2018-08-15
1689,my1690,dummy90,red,jogger,img1690,2021-07-14
1690,my1691,dummy42,yellow,cotton,img1691,2019-10-12
1691,my1692,dummy38,blue,shortPants,img1692,2019-01-10
1692,my1693,dummy25,black,bottomEtc,img1693,2021-11-14
1693,my1694,dummy74,yellow,longShirts,img1694,2020-06-06
1694,my1695,dummy67,black,jogger,img1695,2018-08-01
1695,my1696,dummy4,blue,shortPants,img1696,2020-12-13
1696,my1697,dummy16,red,jean,img1697,2019-01-03
1697,my1698,dummy92,black,topEtc,img1698,2021-12-01
1698,my1699,dummy77,yellow,knit,img1699,2021-01-30
1699,my1700,dummy85,red,longPants,img1700,2018-02-17
1700,my1701,dummy48,blue,shortPants,img1701,2021-06-08
1701,my1702,dummy79,white,cotton,img1702,2021-01-10
1702,my1703,dummy41,red,topEtc,img1703,2019-01-24
1703,my1704,dummy56,blue,jean,img1704,2021-12-04
1704,my1705,dummy16,yellow,slacks,img1705,2019-07-11
1705,my1706,dummy7,white,bottomEtc,img1706,2020-05-04
1706,my1707,dummy12,white,knit,img1707,2021-09-03
1707,my1708,dummy54,blue,shortShirts,img1708,2019-01-08
1708,my1709,dummy94,red,jogger,img1709,2021-11-14
1709,my1710,dummy1,blue,sweatShirts,img1710,2019-02-02
1710,my1711,dummy7,yellow,slacks,img1711,2020-01-25
1711,my1712,dummy26,white,cotton,img1712,2018-04-01
1712,my1713,dummy39,blue,knit,img1713,2020-01-02
1713,my1714,dummy53,black,sweatShirts,img1714,2019-08-05
1714,my1715,dummy91,white,longPants,img1715,2019-01-25
1715,my1716,dummy3,blue,hoodie,img1716,2018-12-09
1716,my1717,dummy97,red,cotton,img1717,2021-02-14
1717,my1718,dummy36,red,topEtc,img1718,2018-09-18
1718,my1719,dummy87,red,cotton,img1719,2018-01-09
1719,my1720,dummy1,white,bottomEtc,img1720,2021-05-03
1720,my1721,dummy46,blue,hoodie,img1721,2018-09-22
1721,my1722,dummy25,black,jogger,img1722,2018-05-21
1722,my1723,dummy26,red,skirt,img1723,2018-06-17
1723,my1724,dummy18,red,jean,img1724,2020-02-01
1724,my1725,dummy61,red,sweatShirts,img1725,2021-06-13
1725,my1726,dummy86,blue,shortPants,img1726,2019-10-09
1726,my1727,dummy46,red,jogger,img1727,2018-02-02
1727,my1728,dummy41,black,topEtc,img1728,2018-03-26
1728,my1729,dummy86,blue,topEtc,img1729,2018-01-19
1729,my1730,dummy93,yellow,skirt,img1730,2020-05-02
1730,my1731,dummy34,red,sweatShirts,img1731,2021-04-27
1731,my1732,dummy73,black,knit,img1732,2021-01-19
1732,my1733,dummy8,yellow,longPants,img1733,2019-08-12
1733,my1734,dummy37,black,longShirts,img1734,2020-08-11
1734,my1735,dummy36,blue,bottomEtc,img1735,2020-09-05
1735,my1736,dummy28,black,jean,img1736,2019-01-16
1736,my1737,dummy35,yellow,hoodie,img1737,2020-07-05
1737,my1738,dummy98,red,bottomEtc,img1738,2021-08-08
1738,my1739,dummy23,blue,knit,img1739,2021-03-05
1739,my1740,dummy39,red,shortShirts,img1740,2018-03-07
1740,my1741,dummy62,blue,jean,img1741,2021-11-04
1741,my1742,dummy1,blue,hoodie,img1742,2021-01-17
1742,my1743,dummy25,yellow,jogger,img1743,2021-01-13
1743,my1744,dummy29,white,shortShirts,img1744,2018-10-27
1744,my1745,dummy85,yellow,shortShirts,img1745,2018-11-22
1745,my1746,dummy41,white,jogger,img1746,2021-06-05
1746,my1747,dummy54,black,shortPants,img1747,2018-07-09
1747,my1748,dummy15,red,longPants,img1748,2021-11-13
1748,my1749,dummy49,white,skirt,img1749,2018-12-22
1749,my1750,dummy46,black,topEtc,img1750,2021-05-03
1750,my1751,dummy8,red,bottomEtc,img1751,2019-01-29
1751,my1752,dummy41,yellow,longShirts,img1752,2020-04-03
1752,my1753,dummy44,white,jogger,img1753,2018-05-15
1753,my1754,dummy90,yellow,slacks,img1754,2019-02-10
1754,my1755,dummy4,white,knit,img1755,2019-08-19
1755,my1756,dummy25,blue,topEtc,img1756,2020-09-29
1756,my1757,dummy51,white,knit,img1757,2020-05-03
1757,my1758,dummy56,yellow,longPants,img1758,2020-04-03
1758,my1759,dummy20,red,shortPants,img1759,2021-08-28
1759,my1760,dummy97,yellow,cotton,img1760,2019-07-29
1760,my1761,dummy80,blue,shortPants,img1761,2019-01-30
1761,my1762,dummy84,yellow,jean,img1762,2018-04-16
1762,my1763,dummy10,black,dressShirts,img1763,2018-07-02
1763,my1764,dummy78,yellow,shortShirts,img1764,2021-06-27
1764,my1765,dummy85,yellow,slacks,img1765,2021-03-14
1765,my1766,dummy22,blue,topEtc,img1766,2021-02-10
1766,my1767,dummy16,blue,longShirts,img1767,2019-01-21
1767,my1768,dummy76,yellow,longPants,img1768,2018-06-19
1768,my1769,dummy44,black,dressShirts,img1769,2019-04-11
1769,my1770,dummy67,black,slacks,img1770,2020-07-02
1770,my1771,dummy75,yellow,longShirts,img1771,2018-07-18
1771,my1772,dummy10,red,topEtc,img1772,2021-07-18
1772,my1773,dummy38,white,slacks,img1773,2019-01-02
1773,my1774,dummy30,red,knit,img1774,2018-07-03
1774,my1775,dummy10,yellow,shortShirts,img1775,2021-09-13
1775,my1776,dummy37,white,shortPants,img1776,2020-04-03
1776,my1777,dummy7,yellow,sweatShirts,img1777,2018-08-21
1777,my1778,dummy87,red,jogger,img1778,2020-12-04
1778,my1779,dummy56,yellow,shortPants,img1779,2018-09-09
1779,my1780,dummy72,white,cotton,img1780,2021-03-31
1780,my1781,dummy65,white,sweatShirts,img1781,2019-09-16
1781,my1782,dummy61,red,slacks,img1782,2019-08-28
1782,my1783,dummy80,yellow,jean,img1783,2018-04-09
1783,my1784,dummy92,red,knit,img1784,2021-02-22
1784,my1785,dummy20,white,shortPants,img1785,2021-03-06
1785,my1786,dummy52,black,shortPants,img1786,2018-05-20
1786,my1787,dummy43,red,knit,img1787,2021-12-04
1787,my1788,dummy98,white,cotton,img1788,2020-12-13
1788,my1789,dummy30,black,shortShirts,img1789,2021-02-21
1789,my1790,dummy94,black,bottomEtc,img1790,2020-01-07
1790,my1791,dummy72,black,shortShirts,img1791,2021-09-05
1791,my1792,dummy29,blue,topEtc,img1792,2021-02-16
1792,my1793,dummy29,black,cotton,img1793,2021-07-02
1793,my1794,dummy71,yellow,cotton,img1794,2019-09-28
1794,my1795,dummy63,white,cotton,img1795,2018-11-14
1795,my1796,dummy18,blue,shortPants,img1796,2018-07-06
1796,my1797,dummy7,blue,cotton,img1797,2021-04-17
1797,my1798,dummy46,yellow,sweatShirts,img1798,2018-01-09
1798,my1799,dummy72,red,jogger,img1799,2021-12-31
1799,my1800,dummy5,blue,longPants,img1800,2021-07-11
1800,my1801,dummy40,red,sweatShirts,img1801,2021-02-09
1801,my1802,dummy77,white,shortShirts,img1802,2020-12-09
1802,my1803,dummy6,black,longPants,img1803,2019-05-24
1803,my1804,dummy14,red,longPants,img1804,2018-05-06
1804,my1805,dummy54,black,jean,img1805,2020-08-30
1805,my1806,dummy98,blue,jogger,img1806,2020-10-03
1806,my1807,dummy11,blue,hoodie,img1807,2021-09-29
1807,my1808,dummy10,white,skirt,img1808,2018-07-26
1808,my1809,dummy52,black,skirt,img1809,2019-08-16
1809,my1810,dummy52,white,slacks,img1810,2018-01-19
1810,my1811,dummy16,black,topEtc,img1811,2018-07-08
1811,my1812,dummy2,yellow,cotton,img1812,2021-06-04
1812,my1813,dummy88,white,shortShirts,img1813,2020-04-24
1813,my1814,dummy64,black,longShirts,img1814,2021-12-10
1814,my1815,dummy73,blue,knit,img1815,2020-11-09
1815,my1816,dummy79,yellow,hoodie,img1816,2020-10-08
1816,my1817,dummy39,red,longPants,img1817,2019-01-09
1817,my1818,dummy5,red,hoodie,img1818,2018-08-27
1818,my1819,dummy90,yellow,jogger,img1819,2018-10-03
1819,my1820,dummy47,black,slacks,img1820,2021-05-31
1820,my1821,dummy94,black,bottomEtc,img1821,2019-04-27
1821,my1822,dummy74,red,skirt,img1822,2021-03-20
1822,my1823,dummy34,white,dressShirts,img1823,2018-01-02
1823,my1824,dummy41,yellow,longShirts,img1824,2019-01-09
1824,my1825,dummy90,red,skirt,img1825,2018-05-01
1825,my1826,dummy42,blue,cotton,img1826,2018-04-08
1826,my1827,dummy94,blue,cotton,img1827,2020-04-08
1827,my1828,dummy94,white,dressShirts,img1828,2020-12-10
1828,my1829,dummy40,red,bottomEtc,img1829,2019-10-19
1829,my1830,dummy61,red,jean,img1830,2020-07-06
1830,my1831,dummy19,yellow,hoodie,img1831,2019-02-05
1831,my1832,dummy35,blue,jogger,img1832,2018-01-06
1832,my1833,dummy93,yellow,knit,img1833,2018-08-14
1833,my1834,dummy61,white,sweatShirts,img1834,2018-03-16
1834,my1835,dummy8,blue,knit,img1835,2020-11-07
1835,my1836,dummy45,yellow,shortPants,img1836,2018-01-12
1836,my1837,dummy28,yellow,hoodie,img1837,2021-04-03
1837,my1838,dummy76,white,skirt,img1838,2020-02-25
1838,my1839,dummy33,white,longPants,img1839,2019-09-25
1839,my1840,dummy13,red,shortPants,img1840,2021-11-24
1840,my1841,dummy43,white,dressShirts,img1841,2019-03-20
1841,my1842,dummy59,red,sweatShirts,img1842,2020-10-28
1842,my1843,dummy64,red,bottomEtc,img1843,2019-06-16
1843,my1844,dummy60,yellow,longShirts,img1844,2021-05-15
1844,my1845,dummy27,black,sweatShirts,img1845,2020-07-18
1845,my1846,dummy35,blue,cotton,img1846,2018-08-28
1846,my1847,dummy52,yellow,slacks,img1847,2018-08-24
1847,my1848,dummy40,red,skirt,img1848,2018-02-07
1848,my1849,dummy54,yellow,bottomEtc,img1849,2018-02-24
1849,my1850,dummy58,black,cotton,img1850,2021-11-10
1850,my1851,dummy69,black,hoodie,img1851,2020-03-10
1851,my1852,dummy38,yellow,topEtc,img1852,2020-06-06
1852,my1853,dummy31,red,topEtc,img1853,2019-12-21
1853,my1854,dummy98,red,jean,img1854,2018-10-31
1854,my1855,dummy12,yellow,shortPants,img1855,2018-06-12
1855,my1856,dummy58,blue,shortPants,img1856,2021-07-29
1856,my1857,dummy73,white,dressShirts,img1857,2019-09-08
1857,my1858,dummy37,blue,longPants,img1858,2020-12-30
1858,my1859,dummy85,red,knit,img1859,2020-06-10
1859,my1860,dummy60,red,bottomEtc,img1860,2019-10-24
1860,my1861,dummy84,red,sweatShirts,img1861,2021-12-05
1861,my1862,dummy43,yellow,sweatShirts,img1862,2019-01-03
1862,my1863,dummy6,blue,hoodie,img1863,2019-05-07
1863,my1864,dummy59,blue,shortPants,img1864,2021-01-25
1864,my1865,dummy57,white,dressShirts,img1865,2020-04-10
1865,my1866,dummy5,blue,longShirts,img1866,2020-02-17
1866,my1867,dummy41,red,hoodie,img1867,2021-05-07
1867,my1868,dummy89,blue,topEtc,img1868,2018-09-24
1868,my1869,dummy69,blue,slacks,img1869,2020-02-14
1869,my1870,dummy17,red,jean,img1870,2019-10-12
1870,my1871,dummy80,red,hoodie,img1871,2021-08-26
1871,my1872,dummy99,yellow,knit,img1872,2019-05-01
1872,my1873,dummy9,yellow,shortShirts,img1873,2018-02-07
1873,my1874,dummy36,red,longPants,img1874,2019-09-18
1874,my1875,dummy16,yellow,cotton,img1875,2020-02-28
1875,my1876,dummy30,white,longPants,img1876,2018-11-05
1876,my1877,dummy4,blue,jean,img1877,2019-02-01
1877,my1878,dummy28,blue,cotton,img1878,2021-04-06
1878,my1879,dummy8,white,jogger,img1879,2018-08-21
1879,my1880,dummy9,red,cotton,img1880,2018-07-01
1880,my1881,dummy77,blue,shortPants,img1881,2021-08-29
1881,my1882,dummy70,blue,cotton,img1882,2021-12-07
1882,my1883,dummy34,red,jean,img1883,2021-07-25
1883,my1884,dummy67,yellow,skirt,img1884,2020-08-27
1884,my1885,dummy64,black,longShirts,img1885,2018-03-20
1885,my1886,dummy51,black,longPants,img1886,2021-07-02
1886,my1887,dummy59,white,bottomEtc,img1887,2021-07-11
1887,my1888,dummy33,yellow,cotton,img1888,2019-04-03
1888,my1889,dummy76,white,shortPants,img1889,2020-12-21
1889,my1890,dummy35,red,bottomEtc,img1890,2019-04-23
1890,my1891,dummy55,red,shortShirts,img1891,2018-09-20
1891,my1892,dummy46,black,shortPants,img1892,2019-07-20
1892,my1893,dummy13,red,jean,img1893,2019-10-16
1893,my1894,dummy9,black,topEtc,img1894,2020-12-01
1894,my1895,dummy79,yellow,dressShirts,img1895,2018-10-03
1895,my1896,dummy31,red,knit,img1896,2020-06-14
1896,my1897,dummy35,white,jean,img1897,2018-10-19
1897,my1898,dummy79,white,dressShirts,img1898,2020-06-25
1898,my1899,dummy57,blue,topEtc,img1899,2019-09-01
1899,my1900,dummy48,yellow,jean,img1900,2020-06-04
1900,my1901,dummy20,yellow,shortShirts,img1901,2018-07-24
1901,my1902,dummy60,red,cotton,img1902,2018-02-25
1902,my1903,dummy85,red,skirt,img1903,2018-10-26
1903,my1904,dummy11,blue,knit,img1904,2019-11-02
1904,my1905,dummy75,black,cotton,img1905,2018-10-26
1905,my1906,dummy54,red,skirt,img1906,2020-04-18
1906,my1907,dummy11,black,shortShirts,img1907,2021-07-30
1907,my1908,dummy4,yellow,dressShirts,img1908,2020-11-12
1908,my1909,dummy31,white,longPants,img1909,2021-09-13
1909,my1910,dummy97,yellow,slacks,img1910,2019-06-16
1910,my1911,dummy25,black,shortPants,img1911,2020-05-08
1911,my1912,dummy51,blue,cotton,img1912,2018-09-14
1912,my1913,dummy30,yellow,shortPants,img1913,2021-03-19
1913,my1914,dummy15,red,longShirts,img1914,2018-11-12
1914,my1915,dummy91,white,knit,img1915,2021-11-25
1915,my1916,dummy6,black,cotton,img1916,2021-12-13
1916,my1917,dummy90,red,longShirts,img1917,2021-05-14
1917,my1918,dummy2,red,slacks,img1918,2019-03-03
1918,my1919,dummy48,white,hoodie,img1919,2021-02-11
1919,my1920,dummy88,black,jogger,img1920,2020-11-11
1920,my1921,dummy100,yellow,longShirts,img1921,2019-12-14
1921,my1922,dummy34,yellow,jogger,img1922,2018-03-23
1922,my1923,dummy77,white,jean,img1923,2020-08-03
1923,my1924,dummy7,yellow,jogger,img1924,2020-09-25
1924,my1925,dummy24,black,cotton,img1925,2019-05-03
1925,my1926,dummy30,black,skirt,img1926,2019-04-12
1926,my1927,dummy30,blue,hoodie,img1927,2019-09-06
1927,my1928,dummy88,red,shortPants,img1928,2020-09-12
1928,my1929,dummy35,yellow,slacks,img1929,2018-12-10
1929,my1930,dummy99,blue,slacks,img1930,2021-09-19
1930,my1931,dummy17,white,jean,img1931,2020-07-27
1931,my1932,dummy91,yellow,skirt,img1932,2019-03-06
1932,my1933,dummy83,blue,slacks,img1933,2020-01-29
1933,my1934,dummy94,black,shortShirts,img1934,2021-01-21
